collection,source_doc,difficulty,question,ground_truth,generated_answer,faithfulness,correctness,faithfulness_reason,correctness_reason
atsb_cs500_co50,AO-2022-047 Final report.pdf,hard,"How did the combination of the DEENA 7 SID design limitations, controller workload, and aircraft performance differences contribute to the loss of separation, and what systemic changes were recommended?","The loss of separation resulted from multiple factors: the DEENA 7 SID's conditional requirements (2 separate conditions before turning) could not ensure aircraft with different performance characteristics would turn at the same distance; the controller's focus on other aircraft prevented them from anticipating that the A330 would climb faster than the 787; and the following A330's superior climb performance allowed it to turn inside the leading 787 while still complying with the SID. Systemically, Airservices Australia redesigned the DEENA SEVEN SID to remove the conditional requirements, with implementation planned as part of the Western Sydney International Airport project.","Based on the provided context, the DEENA 7 SID design limitation was that it required aircraft to satisfy 2 separate conditions prior to turning, which meant there was no way to ensure aircraft would turn at the same distance from the airport. This made it impossible to provide positive lateral separation assurance to departing aircraft with differing climb performance, making the SID susceptible to loss of separation occurrences.

Regarding the systemic changes, the context indicates that Airservices Australia redesigned the DEENA 7 SID to remove the 2-condition requirement, though the full details of the redesign are not provided in the excerpts.

I cannot determine from the provided context the specific role that controller workload played in contributing to the loss of separation, as this factor is not discussed in the available text.",3,2,"The answer is fully supported by the context, accurately describing the SID design limitation, separation issues, and redesign response, while appropriately acknowledging what information is not present in the context.","The answer correctly identifies the SID design limitation and the redesign solution, but misses key details from the ground truth about the specific incident (A330 vs 787, controller focus issues, superior climb performance) and implementation timing related to Western Sydney International Airport."
atsb_cs500_co50,AO-2023-040 FINAL_0.pdf,easy,What was the registration number of the Embraer E190 on Alliance Airlines flight QF1960 that descended at an excessive rate approaching Alice Springs on 24 August 2023?,VH-UYN,The registration number was VH-UYN.,3,3,The answer is directly supported by multiple passages in the context that explicitly state the registration number as VH-UYN for the Embraer E190 on flight QF1960 on 24 August 2023.,"The generated answer perfectly matches the ground truth answer, providing the exact registration number VH-UYN."
atsb_cs500_co50,AO-2023-040 FINAL_0.pdf,easy,How many passengers were on board the Alliance Airlines Embraer E190 flight QF1960 that experienced a high rate of descent near Alice Springs on 24 August 2023?,63 passengers,"I cannot determine this from the provided context.

The context discusses an Embraer E190 flight (VH-UYN) that experienced a navigation event near Alice Springs on 24 August 2023, but it does not mention the flight number QF1960 or provide information about the number of passengers on board that flight.",3,0,The generated answer accurately reflects that the provided context does not contain information about the number of passengers or the flight number QF1960.,"The answer fails to provide the correct number of passengers (63) that was in the ground truth, instead stating the information cannot be determined from the context."
atsb_cs500_co50,AO-2023-040 FINAL_0.pdf,medium,Why did the trainee air traffic controller initially decline to offer a straight-in approach to runway 12?,"Due to a preceding Pilatus PC-12 aircraft inbound from the north and a helicopter arriving from the south, the trainee ADC was not comfortable offering a straight-in approach due to an anticipated increase in their workload.",The trainee ADC initially declined to offer a straight-in approach to runway 12 due to a preceding Pilatus PC-12 aircraft inbound from the north and a helicopter arriving from the south.,2,2,"The answer is mostly supported by the context which mentions the preceding PC-12 and helicopter, though the context appears to be cut off mid-sentence and doesn't explicitly state the trainee 'declined' the approach.",The answer correctly identifies the two aircraft conflicts (PC-12 and helicopter) but omits the important detail about the trainee not being comfortable due to anticipated increased workload.
atsb_cs500_co50,AO-2023-040 FINAL_0.pdf,medium,"What caused the aircraft to descend below 1,800 ft AGL with a rate of descent above 3,000 ft/min?","The crew unnecessarily re-configured the aircraft to increase drag and expedite descent. The autopilot flight mode active at the time caused the aircraft to pitch down to maintain airspeed at the higher drag. The pilot flying then made an inadvertent mode selection that disarmed the altitude select mode, causing the flight director to resume a high rate of descent close to terrain.","Based on the context provided, the aircraft descended below 1,800 ft AGL with a rate of descent above 3,000 ft/min because the flight crew's attempts to arrest the rate of descent were not immediately successful, and the aircraft's automation was not responding to the flight crew inputs in the way the crew anticipated. This occurred after the crew accepted an ATC request at short notice to conduct a straight-in approach.",2,1,"The generated answer accurately reflects that the automation was not responding as expected and attempts to arrest descent were unsuccessful, but does not include specific details about aircraft reconfiguration, autopilot mode behavior, or inadvertent mode selection that are implied in the context.","The generated answer provides a surface-level explanation of what happened but misses the key causal factors mentioned in the ground truth: unnecessary reconfiguration to increase drag, autopilot pitching down to maintain airspeed, and inadvertent mode selection that disarmed altitude select mode."
atsb_cs500_co50,AO-2023-040 FINAL_0.pdf,hard,"How did the sequence of events involving ATC changes, crew reconfiguration decisions, autopilot mode selections, and crew monitoring failures combine to create the unsafe descent situation?","ATC offered a late change from an overfly circuit to a straight-in approach at short notice. The crew accepted and reconfigured the aircraft with high drag to expedite descent, causing the autopilot to pitch down to maintain airspeed. The pilot flying inadvertently made a mode selection that disarmed altitude capture, which went undetected. The captain as pilot monitoring did not promptly identify these changes, partly due to focusing on visual terrain assessment. The combination of increased workload from the late approach change, inadvertent mode selection, and inadequate monitoring of autoflight modes led to the aircraft descending at a high rate close to terrain.","Based on the provided context, the sequence unfolded as follows:

1. **ATC change at short notice**: The crew was expecting to overfly and conduct a circuit to runway 12, but ATC offered a late call for a shortened track and visual approach to the final approach fix, which the crew accepted.

2. **Crew reconfiguration decision**: To expedite the descent for the shortened approach, the crew configured the aircraft with high drag.

3. **Unanticipated descent rate**: The rate of descent became higher than the crew anticipated, exceeding 3,000 ft/min, and the aircraft descended below 1,800 ft AGL.

4. **Autopilot response issue**: When the aircraft's automation was not responding to flight crew inputs in the way they anticipated, attempts to arrest the rate of descent were not immediately successful.

5. **Manual intervention**: The crew ultimately disconnected the autopilot and took manual control of the aircraft.

The context indicates these elements combined to create the unsafe descent, though specific details about crew monitoring failures are not explicitly described in the provided excerpts.",3,2,"The generated answer is fully supported by the context, accurately describing the ATC change, crew reconfiguration with high drag, high descent rate, autopilot issues, and manual takeover without adding unsupported claims.","The answer captures the main sequence of events but misses key details from the ground truth including the inadvertent mode selection that disarmed altitude capture, the captain's monitoring failures due to visual terrain assessment focus, and the specific causal relationships between these factors."
atsb_cs500_co50,AO-2023-023 Final.pdf,easy,"What type of aircraft was involved in the May 2023 runway incursion at Sunshine Coast Airport where a Flight Training Adelaide student pilot incorrectly crossed the holding point at taxiway Foxtrot, causing a Boeing 737 to go around?","Diamond Aircraft Industries Inc. DA 40, registered VH-ERE","Based on the context provided, the aircraft involved in the May 2023 runway incursion at Sunshine Coast Airport was a Diamond Aircraft Industries Inc. DA 40, registered VH-ERE. The context confirms that a student misinterpreted ATC instructions and entered the runway strip while a Boeing 737 was on final approach.",3,3,"The generated answer is fully supported by the context, which explicitly states the findings for the runway incursion at Sunshine Coast Airport on 7 May 2023 involved a Diamond Aircraft Industries Inc. DA 40, VH-ERE, and mentions a student misinterpreting ATC instructions while a Boeing 737 was on final approach.","The generated answer correctly identifies the aircraft type and registration (Diamond Aircraft Industries Inc. DA 40, VH-ERE) matching the ground truth answer exactly."
atsb_cs500_co50,AO-2023-023 Final.pdf,easy,What date did the runway incursion occur?,7-May-23,The runway incursion occurred on 7 May 2023.,3,3,"The generated answer directly matches the date stated in the context, which clearly indicates the incident occurred on 7 May 2023.","The generated answer provides the exact date (7 May 2023) that matches the ground truth answer (7-May-23), just in a different format."
atsb_cs500_co50,AO-2023-023 Final.pdf,medium,What were the safety actions taken by the operator regarding student training and quizzes?,"The operator conducted QFI and student meetings about signs, markings, lights and phraseology at controlled aerodromes, made class G and class C & D airspace quiz results appear in monthly reports, reviewed and updated existing tutorials for class D and C airports, created an exam and quiz specifically for Sunshine Coast Airport, and made quizzes for Sunshine Coast, Archerfield, and Gold Coast airports mandatory for all students before visiting these airports.","I cannot determine this from the provided context.

The context mentions that Flight Training Adelaide issued a notice to crew (NOTAC) regarding landings at controlled zones and conducted a qualified flight instructor meeting, and that the operator had training documents on runway markings and required competency checks before solo flights to Class D airspace. However, there is no specific information about safety actions related to quizzes in the provided text.",3,0,The generated answer accurately reflects what is present in the provided context and correctly states that specific information about quizzes is not available in the given text.,"The generated answer completely fails to provide the correct information about safety actions regarding student training and quizzes, which includes details about QFI/student meetings, quiz results in monthly reports, tutorial updates, and mandatory quizzes for specific airports."
atsb_cs500_co50,AO-2023-023 Final.pdf,medium,Why did the ATSB find it difficult for the pilot to see the Boeing 737 on final approach?,"Due to the angle of the taxiway in relation to the runway, it would have been difficult for the pilot to have seen the 737 aircraft on final. Additionally, the crew of the 737 likely would not have seen the aircraft cross the holding point as it was obscured.","According to the context, the ATSB found it difficult for the pilot to see the 737 on final approach due to the angle of the taxiway in relation to the runway.",3,2,"The generated answer is directly supported by the context which states 'due to the angle of the taxiway in relation to the runway, it would have been difficult for the pilot to have seen the 737 aircraft on final.'",The answer correctly identifies the angle of the taxiway as the reason but omits the additional detail about the 737 crew's obscured view when the aircraft crossed the holding point.
atsb_cs500_co50,AO-2023-023 Final.pdf,hard,"What were the multiple contributing factors that led to the pilot crossing the holding point without clearance, and what safety improvements were implemented by different organizations to address these systemic issues?","The pilot incorrectly believed they were at an intermediate holding position due to the distance from the holding point to the threshold, misunderstood ATC's instruction to hold short at runway 31, and expected a second holding point closer to the runway. Contributing factors included the taxiway angle limiting visibility of the 737, inaccurate CASA manoeuvring maps that didn't correctly depict the holding point or runway, and lack of holding point location information in Airservices Australia charts. In response, Flight Training Adelaide implemented mandatory airport-specific quizzes and enhanced training on controlled aerodrome procedures, Sunshine Coast Airport installed mandatory instruction markings and updated airport information, and CASA upgraded the manoeuvring map, clarified terminology on runway extensions, and supported adding a runway hotspot depiction at taxiway Foxtrot.","I cannot determine this from the provided context.

The context mentions various safety issues and general principles about standard operating procedures, crew resource management, and safety factors, but it does not specifically describe:
1. An incident where a pilot crossed a holding point without clearance
2. The multiple contributing factors to such an incident
3. The specific safety improvements implemented by different organizations to address it

While the context references investigation reports (AO-2024-036 and AO-2023-022), the excerpts provided do not contain the details needed to answer this specific question.",3,0,"The generated answer accurately states that the provided context does not contain information about the specific incident or safety improvements described in the question, which is fully supported by the context excerpts.","The generated answer provides none of the specific details about the holding point incident, contributing factors, or organizational safety improvements that are present in the ground truth answer."
atsb_cs500_co50,AO-2022-032 Final.pdf,easy,What was the aircraft registration number involved in the May 2022 Brisbane Airport incident where pitot probe covers were left fitted prior to pushback?,9V-SHH,"I cannot determine this from the provided context.

The context describes an incident at Brisbane Airport involving pitot probe covers that were left fitted prior to pushback, and mentions it relates to report ""AO-2022-032,"" but the aircraft registration number is not provided in the excerpts given.",3,0,"The generated answer is fully supported by the context, correctly stating that the aircraft registration number is not provided in the given excerpts.","The answer fails to provide the ground truth aircraft registration number (9V-SHH), stating instead that the information cannot be determined from the context."
atsb_cs500_co50,AO-2022-032 Final.pdf,easy,On what date did this flight preparation event occur?,27-May-22,The flight preparation event occurred on 27 May 2022.,3,3,"The answer is fully supported by the context, which clearly states in the title 'Flight preparation event involving Airbus A350-941, 9V-SHH Brisbane Airport, Queensland, on 27 May 2022'.","The generated answer correctly identifies the date as 27 May 2022, which matches the ground truth answer of 27-May-22."
atsb_cs500_co50,AO-2022-032 Final.pdf,medium,What procedural risk controls did the ATSB find were circumvented during this occurrence?,"The licenced aircraft maintenance engineer certified for the removal of the pitot probe covers in the technical log and removed a warning placard from the flight deck without visual or verbal confirmation that the covers had been removed, and a final walk-around of the aircraft by maintenance personnel was not conducted.","I cannot determine this from the provided context.

The context indicates that APAM had implemented required and recommended risk controls, and that ""implemented controls did not achieve the expected outcome,"" but it does not specify which procedural risk controls were circumvented during the occurrence.",3,0,"The generated answer accurately reflects that the provided context does not contain information about which specific procedural risk controls were circumvented, and appropriately states it cannot determine this from the context.","The generated answer fails to provide any of the specific information in the ground truth answer about the maintenance engineer's actions, the certification without confirmation, and the missing final walk-around."
atsb_cs500_co50,AO-2022-032 Final.pdf,medium,What safety improvements did Singapore Airlines implement as a result of this occurrence?,"Singapore Airlines communicated with flight crew about the requirements of their pre-flight walk-around checks and why they are important, and provided Heston MRO at Brisbane with pitot probe covers that have longer streamers to ensure better conspicuity.","Based on the provided context, Singapore Airlines implemented the following safety improvements:

In January 2024, Singapore Airlines emphasized to their pilots the importance of adhering to standard operating procedures in relation to the completion of exterior checks. This was initially communicated to A350 pilots via a memo, and later to all pilots through an Internal Notice to Airmen (INTAM) on 12 December 2023.

The context also indicates that the ATSB considered these actions adequate and closed the associated safety issue (AO-2022-032-SI-03) as ""adequately addressed.""",3,1,"The generated answer is fully supported by the context, accurately citing the memo to A350 pilots and the INTAM issued on 12 December 2023 regarding exterior checks.",The generated answer only covers one of the two safety improvements mentioned in the ground truth (communication about pre-flight checks) but misses the provision of pitot probe covers with longer streamers.
atsb_cs500_co50,AO-2022-032 Final.pdf,hard,How did multiple procedural deficiencies and organizational factors combine to allow the pitot probe covers to remain fitted until just before pushback?,"The occurrence resulted from a combination of factors: the licenced aircraft maintenance engineer circumvented procedural controls by certifying removal without verification, maintenance personnel failed to conduct the final walk-around inspection, flight crew pre-flight inspections were truncated and not conducted per procedures, Heston MRO had not implemented acceptable tooling accountability methods, fatigue management was inadequate as dual-role personnel work hours weren't tracked, and the pitot covers themselves had limited conspicuity due to their height and short streamers. Only the vigilance of a refueller on an adjacent bay prevented the aircraft from potentially departing with the covers still fitted.","Based on the context, multiple procedural deficiencies and organizational factors combined in the following ways:

1. **Circumvented verification procedures**: The LAME certified the removal of pitot covers in the technical log and removed the warning placard without visual or verbal confirmation that the covers had actually been removed, instead making an assumption.

2. **Incomplete walk-around inspections**: Final walk-around inspections by both maintenance personnel and flight crew failed to detect that the covers were still fitted.

3. **Lack of tooling accountability system**: Heston MRO had not yet implemented a previously proposed and accepted method to account for tooling and equipment (such as pitot probe covers) prior to aircraft pushback.

These failures in verification protocols, inspection completeness, and organizational implementation of safety measures allowed the pitot covers to remain on the aircraft despite existing procedures designed to prevent this occurrence.",3,2,"The generated answer is fully supported by the provided context, with all claims directly traceable to specific passages about the LAME's actions, inspection failures, and tooling accountability issues.","The answer captures the main contributing factors correctly but omits several significant details present in the ground truth, including fatigue management issues, dual-role personnel concerns, pitot cover conspicuity problems, and the refueller's role in detection."
atsb_cs500_co50,Final report AO-2022-035 .pdf,easy,What was the registration number of the aircraft that declared a fuel mayday while flying from Brisbane to Perth on 18 July 2022 after descending early due to turbulence abeam Wave Rock?,VH-VZO,VH-VZO,3,3,"The registration number VH-VZO is explicitly stated in the context as the aircraft involved in the fuel MAYDAY declaration abeam Wave Rock, Western Australia on 18 July 2022.",The generated answer VH-VZO matches the ground truth answer exactly.
atsb_cs500_co50,Final report AO-2022-035 .pdf,easy,How many people were on board the aircraft?,"174 people, including 2 flight crew members","I cannot determine this from the provided context.

The context includes information from multiple different aviation incidents (AO-2022-033, AO-2024-032, AO-2023-040, and AO-2022-029), each involving different aircraft with different numbers of people on board. Without knowing which specific incident you're asking about, I cannot provide a single accurate answer.",3,0,"The generated answer is fully supported by the context, which indeed contains information from multiple different incidents without specifying which one is being asked about.","The answer is completely incorrect as it fails to provide the ground truth answer of 174 people, instead stating it cannot determine the number from the context."
atsb_cs500_co50,Final report AO-2022-035 .pdf,medium,Why did the flight crew decide not to divert to Adelaide despite using more fuel than planned?,"They would be required to hold while using fuel to reduce the aircraft's weight to under the maximum landing weight, and they had sufficient fuel to continue to Perth","According to the context, the flight crew decided not to divert to Adelaide because:

1. They would be required to hold at Adelaide while using fuel to reduce the aircraft's weight to under the maximum landing weight
2. They had sufficient fuel to continue to their destination (Perth)

Given these factors, they determined it was more practical to continue to Perth rather than divert to Adelaide.",3,3,"The generated answer is fully supported by the context, which explicitly states both reasons for not diverting to Adelaide.",The generated answer accurately captures both key points from the ground truth: the holding requirement to reduce weight and having sufficient fuel to continue to Perth.
atsb_cs500_co50,Final report AO-2022-035 .pdf,medium,What weather conditions at Kalgoorlie made it less attractive as a diversion option?,"The weather forecast showed an INTER with visibility reduced to 5,000 m in rain with broken cloud at 800 ft","I cannot determine this from the provided context. While the context mentions that ""The weather forecast for Kalgoorlie was also showing an INTER,"" the sentence is incomplete and does not provide the specific weather conditions that would have made it less attractive as a diversion option.",3,0,The generated answer accurately reflects that the context only provides an incomplete mention of Kalgoorlie's INTER forecast without specific weather details.,"The generated answer fails to provide the specific weather conditions (visibility 5,000m in rain with broken cloud at 800ft) that are stated in the ground truth answer."
atsb_cs500_co50,Final report AO-2022-035 .pdf,hard,"What were the primary factors that led to the fuel mayday declaration, and how did the flight crew's decisions and ATC delays contribute to the situation?","The aircraft used an extra 600-700 kg of fuel when it descended from FL 340 to FL 280 and was not flown at the planned speed schedule. Despite having sufficient fuel to continue at the decision point, ATC advised of significant delays greater than the promulgated 10-minute estimate, which meant the aircraft could not land with required fuel reserves. This timing left the crew with no option but to declare a fuel mayday to preserve their required fuel reserve.","Based on the provided context, the primary factors that led to the fuel MAYDAY declaration were:

1. **ATC Delay Notification**: Air traffic control published an estimated 10-minute airborne traffic delay for arrivals into Perth. However, the actual delay exceeded this estimate, and the aircraft did not have sufficient fuel to meet the extended delay beyond what was promulgated.

2. **Timing of Delay Advice**: The critical issue was the timing of when ATC advised of delays greater than the promulgated 10-minute estimate. When this advice was given, the aircraft was already relatively close to Perth, leaving no opportunity for the crew to reduce fuel consumption significantly.

3. **Insufficient Fuel for Extended Holding**: The aircraft had departed with the required fuel onboard but did not have enough fuel to hold for the extra time beyond the initially estimated delay while maintaining required fuel reserves.

**Crew Decisions**: The flight crew appropriately declared a fuel MAYDAY when they determined they would land with less than the required fixed fuel reserve. This was their only option to receive priority landing and preserve their required fuel reserve.

**ATC Contribution**: While ATC applied the required priority to the aircraft after the MAYDAY declaration, the late notification of delays exceeding the 10-minute estimate was the key contributing factor that prevented the crew from taking corrective action.",3,1,"The generated answer is fully supported by the context, accurately describing the ATC delay notification timing, insufficient fuel for extended holding, and the crew's appropriate MAYDAY declaration.","The generated answer misses critical information from the ground truth about the aircraft using extra 600-700 kg of fuel due to descent from FL 340 to FL 280 and not being flown at planned speed schedule, which were primary contributing factors."
atsb_cs500_co50,AO-2022-064 Final.pdf,easy,What was the aircraft registration number of the Virgin Australia Boeing 737 that became airborne in a closed section of runway during departure from the A3 intersection on 30 November 2022?,VH-YFH,VH-YFH,3,3,"The answer is directly supported by the context, which explicitly states that on 30 November 2022, a Boeing 737 registered VH-YFH operated by Virgin Australia commenced take-off from the A3 intersection and became airborne in a closed section of runway.",The generated answer exactly matches the ground truth answer VH-YFH.
atsb_cs500_co50,AO-2022-064 Final.pdf,easy,On what date did the runway excursion occur at Brisbane Airport?,30-Nov-22,The runway excursion occurred on 30 November 2022.,3,3,The generated answer is directly supported by multiple references in the context to the incident occurring on 30 November 2022.,"The generated answer matches the ground truth answer exactly, providing the same date of 30 November 2022."
atsb_cs500_co50,AO-2022-064 Final.pdf,medium,Why did the captain dismiss the NOTAM regarding the displaced threshold on runway 01R?,"The captain misinterpreted the dispatcher's note to mean that there were no performance requirements for operations on RWY 19L. Based on this misunderstanding, the captain reviewed the NOTAMs and dismissed the NOTAM as not being relevant for their operation.","The captain dismissed the NOTAM regarding the displaced threshold on runway 01R for two reasons:

1. The captain had misinterpreted the dispatcher's note to mean there were no performance requirements for operations on RWY 19L, and therefore dismissed the NOTAM as not being relevant for their operation.

2. The captain expected a landing on RWY 19L in Brisbane and the NOTAM headline made no reference to RWY 19L (it only mentioned RWY 01R).",3,3,"The generated answer is fully supported by the context, which explicitly states both reasons why the captain dismissed the NOTAM: the misinterpretation of the dispatcher's note and the expectation of landing on RWY 19L with no reference to it in the NOTAM headline.","The generated answer matches the ground truth and provides additional correct detail about the NOTAM headline not referencing RWY 19L, which is supported by the context and enhances the completeness of the answer."
atsb_cs500_co50,AO-2022-064 Final.pdf,medium,What safety issue did the ATSB identify with the A3/19L intersection departure point signage?,"Contrary to the requirements of Part 139 Manual of Standards, the A3/19L intersection departure point take-off run available Movement Area Guidance Sign presented a take-off distance that was more than that available, creating the potential to mislead flight crews about the status of the runway when conducting a departure from that point.","The ATSB identified that the A3/19L intersection departure point take-off run available Movement Area Guidance Sign (MAGS) presented a take-off distance that was more than that available, which was contrary to the requirements of Part 139 Manual of Standards and created the potential to mislead flight crews about the status of the runway when conducting a departure from that point.",3,3,"The generated answer is fully supported by the context, directly quoting and paraphrasing information from the provided documents about the A3/19L MAGS issue.","The generated answer matches the ground truth answer completely, conveying the same information about the signage presenting incorrect take-off distance contrary to Part 139 requirements and the potential to mislead flight crews."
atsb_cs500_co50,AO-2022-064 Final.pdf,hard,What combination of factors led to the flight crew using the full runway length instead of the reduced length for departure performance calculations?,"The flight crew's misunderstanding that there were no performance requirements for operations on RWY 19L (established from misinterpreting the dispatcher's note and dismissing the NOTAM), combined with their failure to review NOTAMs en route or during approach briefing, their failure to identify the reduced landing distance in the ATIS, reinforcement from seeing no visible runway works during landing, and time pressures and distractions from prioritising training needs during the turnaround, all led to them using the full runway length instead of the reduced length in their departure performance calculations.","Based on the provided context, the combination of factors that led to flight crews using the full runway length instead of the reduced length for departure performance calculations included:

1. **Established belief that there were no performance requirements** for operations on the runway
2. **Time pressures** affecting the crew
3. **Distractions from prioritizing training needs**
4. **Expectations of a normal departure** - crews expected normal, full-length operations
5. **Workload pressures** that influenced the effectiveness of crews' reviews of flight information
6. **Failure to notice critical information** - crews only recorded ATIS weather and did not notice the essential aerodrome information relating to the reduced runway length in the ATIS and NOTAM
7. **Flight dispatchers not highlighting the restriction** - although dispatchers accounted for the reduced length in their calculations, they did not flag it operationally because it did not result in an operational restriction

These factors combined to cause crews to select pre-coded full-length runway options in their performance tools, resulting in incompatible reduced thrust settings for the actually available runway length.",3,2,All points in the generated answer are directly supported by statements in the provided context passages.,"The generated answer captures most key factors from the ground truth (belief about no performance requirements, time pressures, distractions, expectations, failure to notice ATIS/NOTAM information) but misses specific details about misinterpreting the dispatcher's note, failure to review NOTAMs en route/during approach briefing, and reinforcement from seeing no visible runway works during landing."
atsb_cs500_co50,AO-2022-051 Final.pdf,easy,What was the date of the Virgin Australia incident involving flight below minimum altitude 40 km south of Cairns Airport?,24-Oct-22,24 October 2022 (with a second occurrence on 26 October 2022),3,3,"The generated answer is fully supported by the context, which explicitly mentions occurrences on both 24 and 26 October 2022 in the title and throughout the document.",The generated answer correctly identifies the primary date of 24 October 2022 as requested and accurately provides additional context about the second occurrence on 26 October 2022.
atsb_cs500_co50,AO-2022-051 Final.pdf,easy,What was the minimum sector altitude that both aircraft descended below?,"6,500 ft","I cannot determine this from the provided context.

The context mentions several different altitude-related incidents involving different aircraft, but it does not specify a common minimum sector altitude that ""both aircraft"" descended below. The context discusses separate incidents with different minimum altitudes (including 6,000 ft, 7,500 ft, and other references), but does not clearly identify two aircraft descending below the same minimum sector altitude.",3,0,"The generated answer correctly states it cannot determine the information from the context, which is faithful since the context does not contain information about both aircraft descending below 6,500 ft.","The answer fails to provide the ground truth value of 6,500 ft and instead claims the information cannot be determined from the context."
atsb_cs500_co50,AO-2022-051 Final.pdf,medium,Why did the flight crews fail to have the proper altitude constraints loaded into their flight management computers?,"The flight crews did not select an approach transition in the FMC, and when they manually resolved the resulting discontinuity by linking the HENDO waypoint to CS540, this removed the descent altitude protections associated with the HENDO waypoint in the approach programming.","Based on the provided context, the flight crews failed to have proper altitude constraints loaded into their flight management computers because:

1. **Data entry errors removed some altitude protections** - waypoints were not programmed into the FMC, which removed their associated altitude constraints.

2. **The approach briefing method was inadequate** - While both operators required briefings to ensure all waypoints and constraints were included, the crews' briefing method was ""not fully independent"" as it relied on the pilot flying to identify all constraints from the chart while the pilot monitoring reviewed the FMC data. This process failed to identify the missing constraints.

3. **Fatigue likely contributed** - Both flight crewmembers were likely experiencing fatigue known to adversely affect performance, which, combined with high workload during the missed approach and second approach, led to the early descent and monitoring errors.",3,1,"The generated answer is fully supported by the context, accurately citing data entry errors, briefing procedure issues, and fatigue as contributing factors mentioned in the provided text.","While the answer identifies general issues like data entry errors and briefing failures, it misses the specific technical detail from the ground truth about not selecting an approach transition and manually linking HENDO to CS540, which was the root cause."
atsb_cs500_co50,AO-2022-051 Final.pdf,medium,What were the problems identified with the Jeppesen RNP Y runway 33 approach chart that contributed to the incidents?,"The chart did not include waypoints HENDO, CS522 and CS523 in the vertical profile depiction, and the map presented information associated with those waypoints over dense topographical information, which limited the crews' ability to identify the omitted descent restrictions.","Based on the context provided, the problems identified with the Jeppesen RNP Y runway 33 approach chart were:

1. **Missing waypoints in the vertical profile depiction**: The chart did not include the waypoints HENDO, CS522, and CS523 in the vertical profile.

2. **Poor presentation of information**: The map presented information associated with those waypoints over dense topographical information, which likely limited the ability of both flight crews to properly interpret the chart.

These chart deficiencies contributed to the incidents where aircraft descended below the minimum safe altitude.",3,3,"The generated answer is fully supported by the context, which explicitly mentions the missing waypoints and the presentation over dense topographical information.","The generated answer completely matches the ground truth, correctly identifying both the missing waypoints in the vertical profile and the presentation issue over dense topographical information that limited crews' ability."
atsb_cs500_co50,AO-2022-051 Final.pdf,hard,"How did the sequence of errors by both flight crews lead to the aircraft descending below minimum safe altitude, and what actions did the airlines take afterward to prevent recurrence?","Both crews failed to select an approach transition in the FMC, then manually linked waypoints to resolve the discontinuity, which removed critical altitude constraints. Their briefings also failed to identify the data entry errors. After the incidents, Virgin Australia issued safety updates and operational notices highlighting the complex nature of the procedure and correct FMC entry, while Qantas issued notices about approach transition selection, incorporated the information into training programs and route manuals, demonstrating a systemic response to address the procedural and chart-related contributing factors.","Based on the provided context, the sequence of errors occurred as follows:

**How the errors led to descending below minimum safe altitude:**
1. The captain commenced the second approach descent early by incorrectly applying their preferred descent technique from a lower altitude
2. The first officer failed to identify the early descent due to an incorrect mental model of the aircraft's position relative to the required flightpath
3. Both crewmembers were likely experiencing fatigue from inadequate sleep and the time of the approaches, which adversely affected their performance
4. High workload during the missed approach and second approach contributed to the early descent and monitoring errors
5. This resulted in the aircraft descending approximately 480 ft below segment minimum safe altitude on two occasions

**Actions taken by airlines to prevent recurrence:**
I cannot determine this from the provided context. The context does not include information about what actions the airline(s) took afterward to prevent similar incidents.",3,1,"The generated answer accurately represents all information from the context without adding unsupported claims, and explicitly states when information is not available in the context.","While the generated answer correctly describes the descent sequence and errors, it completely misses the ground truth information about FMC errors, waypoint linking, altitude constraint removal, and the specific corrective actions taken by Virgin Australia and Qantas."
atsb_cs500_co50,AO-2023-004 Final.pdf,easy,What was the registration number of the BAE 146 that descended below minimum altitude 15 km south of Rockhampton Airport on a freight flight from Brisbane in January 2023?,VH-SFV,VH-SFV,3,3,The answer 'VH-SFV' is directly stated in the context as the registration number of the British Aerospace BAE 146 that descended below minimum altitude 15 km south of Rockhampton Airport on 5 January 2023.,The generated answer 'VH-SFV' exactly matches the ground truth answer 'VH-SFV'.
atsb_cs500_co50,AO-2023-004 Final.pdf,easy,What time did the aircraft depart Brisbane for Rockhampton on 5 January 2023?,0238 local time,"I cannot determine this from the provided context.

The context does not contain any information about a flight from Brisbane to Rockhampton on 5 January 2023.",3,0,"The generated answer correctly states that the provided context does not contain information about a flight from Brisbane to Rockhampton on 5 January 2023, which is fully supported by the context.","The generated answer fails to provide the ground truth departure time of 0238 local time, instead stating the information cannot be determined from the context."
atsb_cs500_co50,AO-2023-004 Final.pdf,medium,"What altitude did the aircraft descend to when crossing BRKSI, and how far below the segment minimum safe altitude was this?","The aircraft crossed BRKSI at 1,705 ft, which was 1,295 ft below the SMSA of 3,000 ft.","When crossing BRKSI, the aircraft descended to 1,705 ft, which was 1,295 ft below the segment minimum safe altitude (SMSA) of 3,000 ft.",3,3,"The answer is fully supported by the context, which explicitly states the aircraft crossed BRKSI at 1,705 ft, 1,295 ft below the SMSA of 3,000 ft.","The generated answer matches the ground truth answer completely, providing all the same key details including the crossing altitude of 1,705 ft and the 1,295 ft deviation below the 3,000 ft SMSA."
